7fb1,7f5d,80ac
7f3b,7c34,77ca
7d9c,832c,7843
7cfe,8620,7c40
7ee9,864b,82b1
7e3b,81d5,8611
7fbf,7be8,869f
804a,7842,8257
7f4b,7838,7c71
7da5,7bec,77ff
7eb8,8299,78a2
7e54,8633,7c07
7d6c,850b,82bb
7f63,80da,8685
8006,7b4d,86d8
806d,77b0,8249
801e,773d,7bb4
7db1,7bfc,766c
7e21,8231,770e
7f68,859c,7c2d
7d48,8664,8228
7f7e,7fdc,86e3
7f66,787f,8633
8019,779a,81ff
7ea7,7ba5,7bcf
7eee,8292,77db
7e25,877d,7781
7d5d,87a7,7c3f
7e3a,827f,8249
7ea6,7bc9,86f2
7ffd,7647,86b5
808c,7670,81fd
80c8,7ad2,7bf3
7f8a,81f6,77ef
7cad,872d,777e
7c9e,8761,7bf7
7ed2,8305,822c
7f59,7b70,86cd
7f3e,767b,8704
7f41,7711,82a9
7f3c,7b88,7c53
7e2a,82ad,782b
7e33,87ef,7736
7dca,87d1,7b3e
7ea8,823f,822a
7fa1,7bc5,8639
7f76,768d,86d9
812e,764a,8218
7f3a,7a6b,7c46
7daf,81a5,77ea
7cdb,87ea,773e
7dca,87f8,7c3b
7e03,83c1,82c1
7ee0,7d20,8692
7dad,76e5,872b
7f61,7613,82a2
801b,7abc,7c6e
7f99,819d,77cd
7e0c,8698,7782
7ea7,87fa,7b9b
7dc3,8372,82c5
8016,7c1d,8656
7ec7,767d,8630
80ad,7688,82fb
807f,799d,7c1d
7e87,8094,784b
7e7e,86b3,776a
7e32,8868,7c09
7e37,8417,8204
7e42,7d07,866d
7ef3,772a,860b
8103,76ab,8275
8128,79d1,7bdc
7f5d,813d,7870
7d9b,8722,77af
7d87,886a,7c09
7ce3,83f3,8264
7e9a,7d2b,85cc
7fdb,784e,859a
7f2b,7714,8284
80e4,7a20,7c3f
7ee9,80ba,7787
7def,86f8,7742
7cd1,86f4,7c14
7c99,82c0,82ad
7e47,7c10,8616
8156,7742,8658
80c5,76d8,8227
7f40,7a57,7cab
7f35,8196,77ff
7dff,8681,77e0
7dba,866d,7b47
7d69,8327,81ae
7e75,7d0b,8645
80e0,772c,86b6
8135,7597,8222
7f58,7a6d,7caf
7f95,8146,7872
7e02,8677,7745
7cc4,875e,7bfa
7dc7,845e,81bf
7e46,7e46,866a
7f94,77b5,86d7
7fc1,771a,82ef
7f4a,7a08,7c89
7e28,8010,7754
7e8e,86cd,77ee
7e1f,8867,7c4b
7d6a,83f8,822d
7e9e,7d95,86a2
807a,7843,868c
80bf,7758,81df
7f36,7b4d,7c74
7e04,80c1,78d9
7ef3,85ef,7850
7f05,86ee,7cc0
7ef8,838e,821a
8015,7d2c,85eb
80e9,76a2,867c
7f7f,7692,824d
8053,7b0e,7c0c
7eb8,808d,778b
7d68,8757,77ef
7de6,874f,7bd8
7db8,8309,81b4
7fba,7cf3,85fe
7fa5,787d,8653
7e9a,7757,8289
7f1a,7b3b,7be1
7ef3,811d,77da
7cb1,85c4,77bf
7d32,870b,7b98
7cf2,8269,82a8
7e12,7be5,8730
7ff9,76ac,8663
8164,7664,820d
7f2c,7aa7,7c3e
7eec,8153,7899
7e39,86a2,7809
7ddb,878d,7bad
7ee7,82b7,81ee
7e76,7c5c,863c
8044,7727,86a2
80cf,768f,8286
804c,7bb4,7c65
7eb2,8229,7812
7ccb,86a7,77b5
7d69,873b,7beb
7dfd,834a,823b
7ea4,7ceb,86ab
8007,77c6,862f
801b,7756,829b
7eb8,7af7,7c51
7c87,8210,77cd
7d1a,86fe,7754
7fc6,86df,7b59
7dbe,82da,8268
7d56,7bcd,8661
7f9b,76bf,86d1
7f0b,77f0,830f
7f66,7b81,7bf3
7f18,808e,7795
804f,8676,7729
802e,875a,7bc0
7ed2,825e,822d
7eaf,7c01,86ee
7f0b,7784,8716
7f70,777b,8246
7f9b,7be5,7c52
8079,81b5,77d5
7e74,86fd,7701
7c9b,879d,7b6e
7cff,824f,8251
7e5f,7c57,8607
800c,770d,8660
80fa,76a3,82fb
804d,7b61,7c82
7eae,81d1,77ed
7d41,869d,77f0
7d65,8749,7bfc
7f30,8353,81b3
7ddb,7c9b,86e0
7f90,773a,868e
8154,7765,832a
8032,7b33,7d3c
7e01,80fa,77e4
7f2a,8593,77d3
7dfa,86ca,7bbb
7ce3,8352,81f8
7eb1,7d02,8582
7fac,77f6,8674
7f55,76b8,837e
7fcb,7a27,7cfa
7f57,80b5,781e
7d1a,85a5,76d8
7dec,86ac,7ad2
7ea4,8383,81c4
7e6f,7ceb,8687
7ef0,7762,86ac
7fe9,7724,82a6
7e89,7ac9,7c9f
7d69,8176,785c
7fc6,87bc,77b1
80a8,88ca,7c21
7de4,836d,80d8
7e46,7c64,8537
8084,76eb,86f3
7f3c,76f6,8295
7fd8,7adb,7bf3
7e60,8184,77e0
7dd7,86d3,781f
7d94,86e0,7bc2
7db1,831a,825b
7ee5,7be2,85ef
7ee9,76d2,85ea
7ebe,7616,82f7
7e85,7a8a,7cb7
7ec9,8267,78b8
7dcc,87b8,77b9
7f56,879f,7b7f
7e4c,8343,81d4
7efe,7c78,864e
7fd6,76cd,8757
804c,76d5,8295
81e6,7a7b,7c31
7fdf,81af,77c1
7e2c,86e2,7780
7c4e,87aa,7bf0
7d90,80bf,8141
810d,7787,8667
81bd,7301,870a
7f96,7781,8275
7f43,7f0f,7c4b
7e76,8888,78aa
7cb1,8c56,777d
7bd1,87fc,7c1d
7d96,7f9f,8240
7dcd,76f9,85f8
7fec,732d,86ba
80a8,7725,8291
819f,7f7b,7c83
7fb4,873a,76fa
7ef1,8b39,7741
7d5c,8741,7c0b
7da0,7e97,8278
7e30,76cb,85b2
7e65,7303,86a0
7eeb,7632,82ac
7e0d,7e5a,7c5a
7e6c,86a8,7823
7cd2,8b13,7778
7e6e,8843,7bbd
7e5a,80cb,8204
7fb0,772a,86b0
7f34,7350,8713
7fbc,7653,82e4
80c0,7f0b,7c77
7fc8,8738,76fd
7dac,8b7a,76ee
7d86,87b9,7c8b
7eb8,7eec,81df
7f64,75e0,8646
7ef3,7188,86e5
7fd1,74ca,8234
805a,7e65,7ce0
8013,871e,7846
7d2d,8bbf,77cf
7d2e,88a7,7b60
7d4e,7f23,8173
7e38,7678,869b
7ff0,72e6,86d6
80ad,76b1,8288
8102,7ece,7bda
7e8e,86f0,77ff
7cf1,8a1b,7763
7e4f,86ec,7aa5
7e27,7f34,81a7
7e0e,7719,86aa
7ee7,7389,87ad
80c4,7636,8332
8135,7ece,7c5a
7f06,876d,7774
7de4,8bca,7772
7eb5,87fc,7be0
7e62,7ea4,824b
7f23,7672,8635
7fa9,7324,86b7
7ea8,76ea,82a1
7fa7,7e26,7c98
7f75,86ca,78ae
7dc6,8b3d,76f7
7ddb,87ea,7b03
7e4a,800a,80e5
7e05,77cf,8597
7f7d,73af,86ec
7e66,76c3,82da
7f7b,7dfc,7d17
7f3b,8723,7845
7ea2,8a61,769b
7ee1,87ae,7c0c
7d17,7fc0,81e5
7d43,7758,862b
7ebf,72a2,8692
7f0d,75bf,8319
7ff9,7eb3,7d20
7ff6,87bb,7810
7eec,8bb5,77b5
7de3,8856,7ba9
7e62,7fdd,815e
7ed0,77e4,85fd
7f3d,73a7,8734
8022,75b6,8349
7eef,7dc1,7c4e
7d2a,8631,77f1
7de8,8b56,779c
7e26,8812,7c01
7ecd,7ebe,8207
7fcc,7710,8638
7e74,72a1,864c
8058,7620,82dd
7f63,7e1e,7d10
7d8f,870c,794d
7d9c,8b15,7772
7de3,87fd,7ba8
7ca1,7ff0,81bd
7eb2,76bc,8535
8160,7275,86b6
8116,7643,8296
8232,7ece,7ccd
803b,86b8,785b
7e79,8b33,7800
7e56,8762,7b28
7c4b,7f5f,81ce
7dac,7766,85fc
7ea6,7399,8677
7fd1,76b5,8287
81ec,7edf,7d55
7f28,8706,78bc
7e74,8a62,77bb
7ca0,87ad,7b47
7d2e,7f9f,8193
7e6e,7733,85d0
801e,735d,8695
808c,75c8,83b1
809a,7df0,7c04
7fb7,868e,77ad
7d19,8b94,77ba
7bea,8963,7b36
7d5a,8009,8150
7f2c,7620,8627
806e,71db,8751
8052,75ec,8289
812a,7ed4,7d3a
7fdc,86b0,781c
7df6,8af6,7764
7e63,888b,7b90
7e5d,807e,81f5
7dff,76c0,86cf
80f0,7241,86e4
7e51,763c,823b
7e8b,7e4f,7c7c
7df1,86ed,77ba
7db5,8a51,77d9
7c89,877a,7bde
7c9b,8006,81de
7e63,785f,86c0
80f2,73a3,8732
7fa3,76b1,8269
807d,7e2a,7c79
7e74,86cd,7775
7ece,8b40,7732
7eeb,8909,7b23
7ecc,7fb4,8205
7f29,76e6,8683
801a,7292,8730
7fda,756c,834d
8083,7d8f,7b91
7f40,86a9,7798
7db8,8b60,77e7
7d63,8867,7b17
7de0,80df,8125
7e94,77f1,866f
7f5d,728a,86ea
8015,760c,82ee
7fe4,7db4,7d6e
7df6,85e7,7870
7cef,8a5a,774f
7e97,889c,7b12
7f37,80da,8156
7e96,7718,85af
7fa1,7309,87ae
7f3b,753c,8359
7efa,7d6b,7d2e
7e14,8659,784d
7d10,8af3,77a1
7ed6,885f,7ac9
7eaf,80b6,80c5
804b,775f,8681
81ca,729c,86ed
7fc6,7566,82bd
7f4d,7d98,7cc7
7ed7,862a,77ed
7ce9,8aca,76f0
7cb6,8832,7b9a
7e4b,805b,826b
7f0b,77e9,864c
7fcf,72c5,86ee
7fa0,759d,83a6
7fc9,7d7b,7cb6
7e5f,85e5,7857
7cb0,8a8d,778f
7d37,885a,7b0e
7cb5,8039,81cd
7d50,78f3,8523
7f31,73b6,866e
826c,761b,8326
80c3,7d68,7d64
7f91,8671,7839
7dfb,8b43,76b5
7dd9,886d,7b11
7d9d,803c,80a9
7f04,78ca,867d
8161,73d1,872d
8161,7651,8378
8152,7e3f,7d1c
7ea8,85dd,78d4
7dc7,89d2,77f3
7dfd,86ac,7b3e
7e81,8046,809c
7de5,786a,85e3
7ea7,7421,8782
8057,7663,82e2
7f06,7c87,7cef
7efc,80d9,7876
7d83,8576,7710
7ca5,8712,7a31
7cff,8562,8132
8003,7f2d,8668
7f36,78cb,8674
7f17,762f,8372
7faf,79bc,7d19
7e58,8078,78e5
7f09,8594,77a7
7efb,8727,7b0a
7e7b,8430,8083
7e0a,7eaf,85b9
7f6c,7958,8754
80bc,771d,8349
812a,7925,7d6d
7fb5,811c,7920
7e8c,85ea,7706
7d93,865c,7b85
7c92,83a9,815d
7e8a,7e3c,85db
7f3f,783b,8716
804d,76bc,8269
7f46,79f7,7d15
7f41,7fb9,78a6
7dc4,8657,77d2
7d66,87ae,7b2b
7dc5,83fe,819c
7dcc,7de7,8597
7ded,7824,86b6
80f2,7798,82c8
7fd8,7b1f,7c2f
7fad,80b7,7832
7e3f,85b8,771b
7dfb,869e,7aa8
7e12,8421,8258
7fc5,7da1,8684
7fbd,7845,8665
8097,7673,828e
8156,79b6,7c5a
7fd1,7fcf,7826
7dae,8560,789d
7e09,86fe,7b3c
7d3e,846e,80f1
7e6f,7e5d,86b8
7fd1,785b,86a3
8012,7574,8384
7fd5,7921,7cdb
7dff,7f4d,77c6
7ba3,858b,76db
7d1e,872d,7b7d
7cc9,841b,817d
7ec9,7efa,8647
7fdb,78e5,8680
803e,777c,833b
7fa9,79ff,7ca2
80f1,80e7,78a6
7e47,865c,7720
7e7e,866b,7ae5
7df0,82ba,81e3
7dd4,7d89,867a
7f24,7978,8767
7f2a,77e2,8258
7f40,79a4,7cf7
7df8,7fb8,7808
7e77,858f,7794
8005,86ba,7b32
7f91,8457,81ca
7f30,7ddd,8650
7ff2,77ae,86b6
8007,7714,8298
7fdc,79c4,7d6b
7f12,8097,7906
7e89,85d6,7750
7dd7,86fa,7b49
7e88,8420,8162
7e33,7db7,85ae
7f49,77c6,86fc
7f5c,7783,8351
80a5,79be,7daa
7f4a,7f1f,77cf
7dad,8527,76b1
7dd1,86ed,7aa0
7d9c,8458,80e2
7d7e,7e35,8612
80b3,788b,86b5
81af,76fa,8376
8059,7a01,7cef
8029,7fe3,78bf
7e8f,863b,76fd
7d8d,8790,7bc9
7eb3,8477,80c3
7dc9,7dd5,85b1
7f57,7834,86d7
7f2e,7767,830b
7f2b,7bad,7d0b
7ef1,8101,77c7
7d1f,8590,7778
7d1a,86f8,7ae6
7cf0,841d,807c
7e80,7daf,85b3
7fec,77dd,8794
812b,76f7,8444
7ecf,7a0d,7dd5
7d51,800c,78f9
7d3d,85ed,7705
7dfa,8738,7b42
7df0,84ac,813f
7fce,7d9f,8586
7fd9,786c,8718
808f,768d,831e
7efe,79c7,7d23
7e27,7f3e,7883
7cf3,84ab,76f0
7e7e,8707,7b1e
7e99,8458,8132
800e,7e9c,8604
8028,77a6,872e
7fa7,75b0,837e
8073,7916,7d62
8071,7f62,785e
7e91,8597,77ed
7bda,880d,7bc4
7d43,84ce,81bb
7e43,7e98,85bf
8014,7885,8678
804c,774f,83d5
801e,79ff,7ce0
7fae,8028,78b7
7f0f,8616,773f
7ee6,870b,7b21
7e8a,848f,8082
7d73,7ec5,8501
7d89,7899,86d7
7d6a,765b,827e
7e06,79a0,7d2d
7e60,7feb,7897
7f69,856b,7744
7ec9,8789,7b6d
7e01,84c3,8151
7dc4,7dd3,8593
7f68,773b,8665
7fe9,75ef,82fe
811c,79bc,7db0
7f8b,7f88,78a9
7e69,85b6,77bb
7e3b,87af,7b06
7ef1,8410,8176
7ec0,7db5,857f
7ffa,78ce,8683
807a,777c,83d6
7f20,7999,7df8
7eb9,7f37,77e9
7de6,8567,77eb
7def,879a,7a88
7f09,83d3,80fe
7ddf,7e32,8625
7e92,77c7,86fa
7e29,7656,828c
8038,7a6b,7d15
7f64,802b,788e
7cf9,84dd,76ad
7ceb,8689,7b4f
7eba,83f8,818c
7f47,7e03,86cc
7f3b,78a1,871b
7ec7,7776,83d9
7fbf,7b03,7d1c
7ea2,803a,77c3
7dac,85de,7760
7f01,8796,7ae7
7ef1,84a7,8117
8047,7e40,861e
80da,7841,86d5
80d5,763a,8398
80a0,79b0,7db3
7f43,7feb,7810
7e6e,857f,7777
7d97,87ab,7a55
7d90,8400,8077
7ec6,7e9d,85b8
7f69,7887,8713
7fd0,7706,83c7
7f27,78cc,7d14
7e57,7fa0,783b
7e46,85de,76cb
7e4c,8768,7a88
7e79,83cd,8111
7efb,7dc5,86df
7e24,78ff,87ef
7e99,7790,83a4
7f25,79ef,7caa
8067,8138,7859
7e66,8625,7748
7d67,87be,7a5a
7dc5,8417,814a
7d86,7d37,85a8
7e4e,77e1,8722
7fc1,777e,83af
811a,7a1b,7d63
7f98,7fef,7832
7d0d,852c,76ed
7df8,86ed,7ab9
7e40,83b4,80f7
7ebf,7e3e,866e
80a0,78c4,873b
80ed,7442,832f
8106,7547,7d99
800d,7ab8,78c8
7e41,83ed,776b
7e8e,8bbb,7a7a
7cfd,8b27,8086
7e4e,845c,855d
7fa1,7b1f,8719
7e47,7489,83d2
7f6b,74a7,7db0
7e4c,7b72,7870
7cdc,83c0,77f1
7e90,89e7,7af6
7e03,8add,801d
7f92,83ad,85be
7f23,7a95,8743
80ef,7451,8400
7f99,746b,7cf0
7e37,7ae1,7795
7ef7,8353,77c5
7ee9,8943,7ace
7ec2,89e2,8076
7e4f,8410,85c6
7e6f,7ad6,8713
7fcd,73bd,8425
8065,7352,7db7
7df3,78ff,791e
7d2e,8264,776b
7e12,8915,7b1a
7fef,8a09,80d4
8012,83ef,85c1
8182,7b40,86bd
7fc4,7505,83bd
7eca,74b4,7ced
7e89,7ab8,77c9
7ea7,836a,7792
7d9f,898d,7b31
7c66,89cc,8048
7e2b,83b9,8529
7e4a,7c2b,86fe
7e57,74a9,835e
7dda,734d,7e27
7f74,7912,78b3
7e15,81f6,7753
7d14,88ea,7af0
7e28,89e8,8017
7fb8,84e4,85c3
7fd4,7c95,861e
8121,74e3,82b4
80da,740b,7dcf
7f31,796f,783d
7d13,830b,7836
7de5,8968,7bc2
7de4,899d,806c
7fac,83c3,8611
8004,7b21,85ff
7e83,743e,8396
7f20,7390,7de2
7edd,7a1c,78f0
7ddd,8397,7821
7d9c,89a2,7b39
7dfb,8a03,80e1
7ecb,8351,854e
8118,7b4f,8681
80d7,74f4,83de
8002,74ff,7dcd
7f94,7a60,7833
7e34,832b,77e3
7ced,896d,7b29
7d9b,89a7,80c2
7e64,83cb,854d
7fb4,7b98,8691
801f,74c7,8380
7e83,743c,7da2
7e7c,79a1,7892
7ed1,822d,781b
7e7c,88d1,7ae2
7bf4,8997,8073
7e3a,83c8,85df
80c5,7b90,86fc
7f9b,73d5,8420
7e99,7358,7cd1
7e99,7974,77f7
7e4e,821a,770e
7f07,89c0,7a7b
7d99,8a30,8146
8001,8491,85dd
7f29,7ad3,871d
7f9b,7507,82e2
7fce,7452,7df0
7f97,7967,793e
7e4e,828b,77c1
7e06,8978,7ad5
7e1c,8a73,7ffb
7db8,847c,85a4
7f7a,7aca,86eb
8024,743b,8420
80a0,74bc,7ddc
7f24,7a65,7846
7e60,832d,771c
7d75,89cf,7ac1
7c8a,89a0,8051
7e79,848d,85eb
802c,7b8c,8763
802a,74a0,83c5
80fe,73cc,7dc1
8166,7acc,780b
7be8,82d9,76a2
7cb4,89fc,7a6d
7dfe,8a77,812f
7d10,8490,8619
7d2d,7a26,870b
8021,73e5,8400
8085,73ae,7dd4
80a7,79f5,788b
7f2e,82ce,774a
7dd7,89f0,7a64
7eca,8a9c,8110
7d5f,8400,85ab
8077,7a90,86b9
8013,7412,83a6
7e09,7414,7df0
7e50,79f9,7892
7ce2,82b0,76d2
7d9c,89fc,7aec
7dd3,8ab5,8039
7eb4,8485,8552
7f9c,7b12,86f1
8131,758b,8370
7ff4,74e7,7e54
7ed4,7962,78ee
7f84,8274,76ed
7ef7,8809,7a91
7d81,89d1,809a
7eb5,84d4,8588
8066,7bd6,86c6
8139,73e4,83bb
801c,740a,7dc5
7f0c,7a68,7992
7eb0,82b7,7860
7ec4,8a08,7aef
7da5,89f8,8022
7e41,84fd,85a6
7eaf,7bf6,8769
7f7c,7527,8346
7ed2,7473,7d4f
7f7d,785e,78ad
7d95,8120,77d4
7f2a,88ba,7a80
7d11,89e2,804e
7ec2,845d,849c
7f53,7b0a,8697
7f9c,746f,839c
8115,73cb,7db8
800e,79bd,783e
7e4b,829b,77e6
7dd4,8962,7a9d
7e24,8a0e,80ba
7dcc,8558,8600
7d87,7c7b,86b1
7de7,74f7,83b7
8004,7388,7d74
7eb0,784b,7870
7c3b,81cc,783e
7f2b,88d4,7aa7
7ea6,8a38,8034
7d15,8518,858c
7e0d,7c9a,86a8
801b,7575,8498
7fc7,740f,7ddd
7e6d,7936,7841
7f03,8181,7788
7ee7,882f,7ae5
7de3,89a4,80d5
7fb1,84ef,85d1
7fff,7cf6,86fd
8048,7557,838e
7f1f,748c,7d5f
7e9b,78b9,78cc
7d04,81dd,77c8
7e18,899f,79f9
7d71,8ac4,8116
7f39,84dc,860e
7fa3,7ba7,8786
7ef6,7559,83a6
7fd5,7416,7da2
809d,78bf,7869
7ecf,814a,77c2
7e9e,8890,7af6
7dc3,89c6,8066
7e7a,852a,85ea
7fb5,7c20,8687
7f65,74cc,8349
7f85,73e3,7db4
7fe8,7971,7863
7f07,8267,7724
7d34,88ed,7a84
7c92,8991,806f
7d77,844c,8549
7f4e,7beb,873a
7f72,7589,8337
7f60,74cb,7dcf
7f87,7a44,794e
800f,8200,76d8
800e,889c,7a96
7de0,8684,8035
7e70,7f44,85d8
800f,7a22,874b
80ff,784e,8386
812b,7af6,7d9e
7fd3,7f3f,7976
7e9a,8452,7737
7cf4,86b3,7a66
7e39,83c9,802f
7e38,7ec1,8643
7f87,7803,87ab
7e17,765e,83fb
7dad,7a39,7dc8
7e03,7fc9,78da
7e26,85b9,76c6
7d22,873c,7a3d
7d6e,8429,7fd3
7fad,7e92,85f3
7ff7,7989,87ed
7f72,77a0,83d9
80ed,79d6,7dcd
7fe5,7f8c,78a0
7eb4,84db,7767
7e51,8704,7a50
7d20,83ea,806f
7fa1,7e1e,8502
802b,79a9,86c1
7e65,7689,83c1
7deb,7964,7e10
7e1b,7f1e,7841
7e98,8489,77e9
7f24,87aa,7aac
7ebb,83fb,8019
7e6f,7e85,85f0
7e5d,798c,86bc
7eda,771b,83a4
7ffa,7a55,7d92
8066,7f9f,78ab
7e74,8594,776f
7d0d,87f9,79ea
7ec9,84a3,8107
809a,7e0f,8548
7feb,7921,86c3
7ece,7709,848d
7f9a,7934,7e45
7ef4,7ef4,7978
7ce3,8435,7779
7d58,8688,7a0f
7d65,83fd,8014
7d01,7e67,84c0
7ebb,78f8,86ae
7ee7,76f2,843d
81f4,79c6,7e48
7fb9,7f25,799e
7e17,84e8,77cf
7ebc,8737,7a75
7e5d,83f4,8085
7f1d,7ede,8549
80b8,7a13,864e
806d,7743,83e0
812d,79f9,7df1
7fff,7f7c,78be
7d7c,84b6,77cb
7c60,8798,7a65
7cc4,8437,7fd1
7fba,7e3e,84dd
7f80,78fb,86d2
800f,76d0,8389
7f17,7992,7e72
